Студент: Дмитрий         | Зачетка: 49498 | Балл: 29
Студент: Дмитрий         | Зачетка: 45479 | Балл: 24
Студент: Мария           | Зачетка: 13054 | Балл: 15
Студент: Мария           | Зачетка: 74791 | Балл: 29
Студент: Алексей         | Зачетка: 70744 | Балл: 87
Студент: Дмитрий         | Зачетка: 87673 | Балл: 2
Студент: Анна            | Зачетка: 77840 | Балл: 42
Студент: Иван            | Зачетка: 63489 | Балл: 42
Студент: Алексей         | Зачетка: 77037 | Балл: 73
Студент: Алексей         | Зачетка: 84129 | Балл: 52
Студент: Иван            | Зачетка: 30729 | Балл: 90
Студент: Дмитрий         | Зачетка: 23690 | Балл: 11
Студент: Иван            | Зачетка: 45687 | Балл: 76
Студент: Елена           | Зачетка: 76582 | Балл: 93
Студент: Дмитрий         | Зачетка: 65668 | Балл: 18
Студент: Елена           | Зачетка: 91394 | Балл: 85
Студент: Мария           | Зачетка: 99315 | Балл: 83
Студент: Алексей         | Зачетка: 12658 | Балл: 49
Студент: Алексей         | Зачетка: 41942 | Балл: 74
Студент: Алексей         | Зачетка: 15856 | Балл: 89
Студент: Анна            | Зачетка: 33800 | Балл: 45
Студент: Алексей         | Зачетка: 26024 | Балл: 36
Студент: Елена           | Зачетка: 83246 | Балл: 43
Студент: Иван            | Зачетка: 62853 | Балл: 53
Студент: Мария           | Зачетка: 84853 | Балл: 15
Студент: Анна            | Зачетка: 49288 | Балл: 8
Студент: Дмитрий         | Зачетка: 99057 | Балл: 100
Студент: Алексей         | Зачетка: 79654 | Балл: 53
Студент: Алексей         | Зачетка: 70688 | Балл: 71
Студент: Анна            | Зачетка: 66121 | Балл: 74
Студент: Анна            | Зачетка: 88602 | Балл: 43
Студент: Дмитрий         | Зачетка: 29901 | Балл: 65
Студент: Алексей         | Зачетка: 29602 | Балл: 62
Студент: Дмитрий         | Зачетка: 96011 | Балл: 40
Студент: Анна            | Зачетка: 99206 | Балл: 37
Студент: Елена           | Зачетка: 30773 | Балл: 50
Студент: Иван            | Зачетка: 34679 | Балл: 31
Студент: Мария           | Зачетка: 13567 | Балл: 48
Студент: Алексей         | Зачетка: 69125 | Балл: 32
Студент: Анна            | Зачетка: 72313 | Балл: 59
Студент: Иван            | Зачетка: 21161 | Балл: 68
Студент: Дмитрий         | Зачетка: 32381 | Балл: 45
Студент: Анна            | Зачетка: 28771 | Балл: 97
Студент: Иван            | Зачетка: 97376 | Балл: 6
Студент: Анна            | Зачетка: 93093 | Балл: 80
Студент: Дмитрий         | Зачетка: 44393 | Балл: 62
Студент: Иван            | Зачетка: 66398 | Балл: 97
Студент: Алексей         | Зачетка: 50223 | Балл: 85
Студент: Иван            | Зачетка: 16030 | Балл: 52
Студент: Мария           | Зачетка: 72506 | Балл: 62
Студент: Елена           | Зачетка: 92010 | Балл: 35
Студент: Иван            | Зачетка: 54163 | Балл: 74
Студент: Иван            | Зачетка: 45766 | Балл: 67
Студент: Алексей         | Зачетка: 10623 | Балл: 36
Студент: Иван            | Зачетка: 44744 | Балл: 65
Студент: Иван            | Зачетка: 94977 | Балл: 84
Студент: Дмитрий         | Зачетка: 85540 | Балл: 10
Студент: Дмитрий         | Зачетка: 32599 | Балл: 54
Студент: Иван            | Зачетка: 34124 | Балл: 100
Студент: Алексей         | Зачетка: 42020 | Балл: 76
Студент: Дмитрий         | Зачетка: 71991 | Балл: 4
Студент: Мария           | Зачетка: 98933 | Балл: 49
Студент: Дмитрий         | Зачетка: 95206 | Балл: 53
Студент: Иван            | Зачетка: 32394 | Балл: 93
Студент: Елена           | Зачетка: 49985 | Балл: 47
Студент: Мария           | Зачетка: 44789 | Балл: 30
Студент: Алексей         | Зачетка: 23120 | Балл: 72
Студент: Елена           | Зачетка: 71860 | Балл: 62
Студент: Иван            | Зачетка: 23559 | Балл: 7
Студент: Иван            | Зачетка: 27624 | Балл: 83
Студент: Дмитрий         | Зачетка: 34477 | Балл: 20
Студент: Анна            | Зачетка: 38784 | Балл: 10
Студент: Алексей         | Зачетка: 60573 | Балл: 74
Студент: Алексей         | Зачетка: 50927 | Балл: 93
Студент: Дмитрий         | Зачетка: 64459 | Балл: 72
Студент: Мария           | Зачетка: 89869 | Балл: 94
Студент: Иван            | Зачетка: 15240 | Балл: 99
Студент: Мария           | Зачетка: 98237 | Балл: 43
Студент: Мария           | Зачетка: 60518 | Балл: 100
Студент: Елена           | Зачетка: 82163 | Балл: 15
Студент: Алексей         | Зачетка: 34180 | Балл: 89
Студент: Алексей         | Зачетка: 57030 | Балл: 43
Студент: Елена           | Зачетка: 56661 | Балл: 13
Студент: Елена           | Зачетка: 42884 | Балл: 70
Студент: Анна            | Зачетка: 61724 | Балл: 97
Студент: Елена           | Зачетка: 36231 | Балл: 28
Студент: Алексей         | Зачетка: 20394 | Балл: 68
Студент: Анна            | Зачетка: 97130 | Балл: 66
Студент: Анна            | Зачетка: 90192 | Балл: 28
Студент: Анна            | Зачетка: 42922 | Балл: 2
Студент: Анна            | Зачетка: 21691 | Балл: 98
Студент: Иван            | Зачетка: 60663 | Балл: 4
Студент: Мария           | Зачетка: 78377 | Балл: 70
Студент: Анна            | Зачетка: 20721 | Балл: 61
Студент: Анна            | Зачетка: 84134 | Балл: 54
Студент: Алексей         | Зачетка: 88667 | Балл: 88
Студент: Иван            | Зачетка: 71248 | Балл: 75
Студент: Иван            | Зачетка: 22579 | Балл: 22
Студент: Дмитрий         | Зачетка: 10584 | Балл: 50
Студент: Дмитрий         | Зачетка: 51006 | Балл: 85
Студент: Иван            | Зачетка: 88917 | Балл: 59
Студент: Анна            | Зачетка: 79966 | Балл: 20
Студент: Дмитрий         | Зачетка: 88629 | Балл: 93
Студент: Алексей         | Зачетка: 42579 | Балл: 49
Студент: Анна            | Зачетка: 62117 | Балл: 91
Студент: Анна            | Зачетка: 38866 | Балл: 65
Студент: Елена           | Зачетка: 15179 | Балл: 55
Студент: Алексей         | Зачетка: 76012 | Балл: 63
Студент: Елена           | Зачетка: 76731 | Балл: 13
Студент: Иван            | Зачетка: 11247 | Балл: 73
Студент: Мария           | Зачетка: 23801 | Балл: 45
Студент: Анна            | Зачетка: 69400 | Балл: 56
Студент: Елена           | Зачетка: 68048 | Балл: 33
Студент: Елена           | Зачетка: 75748 | Балл: 19
Студент: Алексей         | Зачетка: 16725 | Балл: 68
Студент: Елена           | Зачетка: 35438 | Балл: 12
Студент: Мария           | Зачетка: 76662 | Балл: 48
Студент: Анна            | Зачетка: 97772 | Балл: 23
Студент: Елена           | Зачетка: 49347 | Балл: 94
Студент: Дмитрий         | Зачетка: 38989 | Балл: 23
Студент: Иван            | Зачетка: 36421 | Балл: 66
Студент: Елена           | Зачетка: 55294 | Балл: 27
Студент: Анна            | Зачетка: 46793 | Балл: 65
Студент: Анна            | Зачетка: 82202 | Балл: 8
Студент: Дмитрий         | Зачетка: 61473 | Балл: 24
Студент: Елена           | Зачетка: 32168 | Балл: 30
Студент: Алексей         | Зачетка: 74102 | Балл: 84
Студент: Елена           | Зачетка: 45053 | Балл: 80
Студент: Мария           | Зачетка: 29740 | Балл: 14
Студент: Дмитрий         | Зачетка: 61024 | Балл: 73
Студент: Мария           | Зачетка: 55002 | Балл: 80
Студент: Анна            | Зачетка: 76224 | Балл: 98
Студент: Алексей         | Зачетка: 29245 | Балл: 56
Студент: Дмитрий         | Зачетка: 46335 | Балл: 16
Студент: Алексей         | Зачетка: 18089 | Балл: 17
Студент: Мария           | Зачетка: 36285 | Балл: 26
Студент: Мария           | Зачетка: 26203 | Балл: 75
Студент: Алексей         | Зачетка: 29476 | Балл: 56
Студент: Иван            | Зачетка: 38177 | Балл: 87
Студент: Мария           | Зачетка: 17530 | Балл: 9
Студент: Мария           | Зачетка: 45020 | Балл: 95
Студент: Дмитрий         | Зачетка: 81018 | Балл: 91
Студент: Мария           | Зачетка: 40162 | Балл: 66
Студент: Дмитрий         | Зачетка: 90348 | Балл: 50
Студент: Иван            | Зачетка: 41454 | Балл: 14
Студент: Дмитрий         | Зачетка: 74654 | Балл: 42
Студент: Анна            | Зачетка: 17413 | Балл: 58
Студент: Мария           | Зачетка: 40142 | Балл: 44
Студент: Елена           | Зачетка: 60751 | Балл: 0
Студент: Алексей         | Зачетка: 29945 | Балл: 47
Студент: Елена           | Зачетка: 86365 | Балл: 19
Студент: Елена           | Зачетка: 22309 | Балл: 78
Студент: Елена           | Зачетка: 52432 | Балл: 98
Студент: Дмитрий         | Зачетка: 58925 | Балл: 68
Студент: Иван            | Зачетка: 78513 | Балл: 42
Студент: Мария           | Зачетка: 55658 | Балл: 90
Студент: Дмитрий         | Зачетка: 92956 | Балл: 43
Студент: Елена           | Зачетка: 49302 | Балл: 98
Студент: Анна            | Зачетка: 19411 | Балл: 80
Студент: Анна            | Зачетка: 65290 | Балл: 44
Студент: Елена           | Зачетка: 45744 | Балл: 19
Студент: Иван            | Зачетка: 54567 | Балл: 56
Студент: Елена           | Зачетка: 41826 | Балл: 14
Студент: Анна            | Зачетка: 86293 | Балл: 52
Студент: Мария           | Зачетка: 84763 | Балл: 18
Студент: Елена           | Зачетка: 23623 | Балл: 88
Студент: Алексей         | Зачетка: 84868 | Балл: 2
Студент: Иван            | Зачетка: 57945 | Балл: 11
Студент: Дмитрий         | Зачетка: 67021 | Балл: 38
Студент: Дмитрий         | Зачетка: 94831 | Балл: 48
Студент: Елена           | Зачетка: 84695 | Балл: 52
Студент: Анна            | Зачетка: 44787 | Балл: 45
Студент: Иван            | Зачетка: 34181 | Балл: 47
Студент: Дмитрий         | Зачетка: 28779 | Балл: 78
Студент: Иван            | Зачетка: 58206 | Балл: 84
Студент: Мария           | Зачетка: 16506 | Балл: 50
Студент: Елена           | Зачетка: 76538 | Балл: 12
Студент: Елена           | Зачетка: 22802 | Балл: 97
Студент: Алексей         | Зачетка: 55905 | Балл: 41
Студент: Дмитрий         | Зачетка: 38304 | Балл: 78
Студент: Алексей         | Зачетка: 69348 | Балл: 51
Студент: Мария           | Зачетка: 14874 | Балл: 41
Студент: Мария           | Зачетка: 89828 | Балл: 50
Студент: Алексей         | Зачетка: 25166 | Балл: 99
Студент: Иван            | Зачетка: 14492 | Балл: 14
Студент: Алексей         | Зачетка: 81460 | Балл: 22
Студент: Елена           | Зачетка: 86881 | Балл: 62
Студент: Алексей         | Зачетка: 40690 | Балл: 54
Студент: Иван            | Зачетка: 81078 | Балл: 23
Студент: Мария           | Зачетка: 27992 | Балл: 75
Студент: Анна            | Зачетка: 17657 | Балл: 72
Студент: Иван            | Зачетка: 11424 | Балл: 99
Студент: Дмитрий         | Зачетка: 20696 | Балл: 66
Студент: Елена           | Зачетка: 32581 | Балл: 63
Студент: Мария           | Зачетка: 29309 | Балл: 77
Студент: Алексей         | Зачетка: 17546 | Балл: 78
Студент: Мария           | Зачетка: 43483 | Балл: 35
Студент: Мария           | Зачетка: 29585 | Балл: 34
Студент: Анна            | Зачетка: 63234 | Балл: 77
Студент: Анна            | Зачетка: 37077 | Балл: 42
Студент: Дмитрий         | Зачетка: 59862 | Балл: 79
Студент: Елена           | Зачетка: 41409 | Балл: 2
Студент: Елена           | Зачетка: 44923 | Балл: 19
Студент: Елена           | Зачетка: 40643 | Балл: 99
Студент: Анна            | Зачетка: 58675 | Балл: 17
Студент: Алексей         | Зачетка: 95517 | Балл: 32
Студент: Дмитрий         | Зачетка: 73769 | Балл: 40
Студент: Алексей         | Зачетка: 23822 | Балл: 71
Студент: Мария           | Зачетка: 38481 | Балл: 93
Студент: Алексей         | Зачетка: 91690 | Балл: 75
Студент: Анна            | Зачетка: 63524 | Балл: 100
Студент: Мария           | Зачетка: 65311 | Балл: 20
Студент: Елена           | Зачетка: 98657 | Балл: 83
Студент: Алексей         | Зачетка: 23020 | Балл: 10
Студент: Анна            | Зачетка: 83733 | Балл: 62
Студент: Мария           | Зачетка: 16052 | Балл: 24
Студент: Елена           | Зачетка: 15893 | Балл: 6
Студент: Елена           | Зачетка: 21407 | Балл: 99
Студент: Дмитрий         | Зачетка: 84116 | Балл: 30
Студент: Мария           | Зачетка: 15263 | Балл: 52
Студент: Елена           | Зачетка: 22747 | Балл: 69
Студент: Дмитрий         | Зачетка: 14361 | Балл: 45
Студент: Иван            | Зачетка: 73347 | Балл: 70
Студент: Дмитрий         | Зачетка: 84634 | Балл: 75
Студент: Анна            | Зачетка: 68736 | Балл: 25
Студент: Мария           | Зачетка: 23271 | Балл: 40
Студент: Дмитрий         | Зачетка: 33877 | Балл: 97
Студент: Елена           | Зачетка: 97451 | Балл: 40
Студент: Анна            | Зачетка: 70008 | Балл: 27
Студент: Алексей         | Зачетка: 16793 | Балл: 7
Студент: Иван            | Зачетка: 95217 | Балл: 13
Студент: Мария           | Зачетка: 33277 | Балл: 61
Студент: Анна            | Зачетка: 69971 | Балл: 9
Студент: Иван            | Зачетка: 83076 | Балл: 69
Студент: Елена           | Зачетка: 52040 | Балл: 31
Студент: Алексей         | Зачетка: 72821 | Балл: 70
Студент: Алексей         | Зачетка: 90241 | Балл: 19
Студент: Анна            | Зачетка: 11356 | Балл: 23
Студент: Елена           | Зачетка: 84622 | Балл: 31
Студент: Алексей         | Зачетка: 98357 | Балл: 54
Студент: Елена           | Зачетка: 87422 | Балл: 74
Студент: Елена           | Зачетка: 65651 | Балл: 73
Студент: Анна            | Зачетка: 45020 | Балл: 87
Студент: Елена           | Зачетка: 88425 | Балл: 21
Студент: Мария           | Зачетка: 81458 | Балл: 82
Студент: Мария           | Зачетка: 29178 | Балл: 86
Студент: Иван            | Зачетка: 88347 | Балл: 39
Студент: Иван            | Зачетка: 62483 | Балл: 10
Студент: Алексей         | Зачетка: 34760 | Балл: 46
Студент: Алексей         | Зачетка: 51641 | Балл: 1
Студент: Дмитрий         | Зачетка: 79605 | Балл: 39
Студент: Алексей         | Зачетка: 67261 | Балл: 17
Студент: Иван            | Зачетка: 62295 | Балл: 54
Студент: Елена           | Зачетка: 34965 | Балл: 54
Студент: Анна            | Зачетка: 95598 | Балл: 70
Студент: Анна            | Зачетка: 28643 | Балл: 56
Студент: Дмитрий         | Зачетка: 87941 | Балл: 22
Студент: Дмитрий         | Зачетка: 16023 | Балл: 69
Студент: Алексей         | Зачетка: 92519 | Балл: 67
Студент: Иван            | Зачетка: 71155 | Балл: 49
Студент: Алексей         | Зачетка: 29279 | Балл: 38
Студент: Дмитрий         | Зачетка: 80636 | Балл: 84
Студент: Елена           | Зачетка: 74538 | Балл: 34
Студент: Дмитрий         | Зачетка: 61947 | Балл: 71
Студент: Анна            | Зачетка: 93790 | Балл: 13
Студент: Алексей         | Зачетка: 45061 | Балл: 32
Студент: Мария           | Зачетка: 48009 | Балл: 20
Студент: Мария           | Зачетка: 25669 | Балл: 90
Студент: Алексей         | Зачетка: 78429 | Балл: 28
Студент: Дмитрий         | Зачетка: 90949 | Балл: 98
Студент: Алексей         | Зачетка: 52937 | Балл: 72
Студент: Елена           | Зачетка: 51977 | Балл: 70
Студент: Елена           | Зачетка: 79150 | Балл: 92
Студент: Алексей         | Зачетка: 95049 | Балл: 93
Студент: Иван            | Зачетка: 58916 | Балл: 41
Студент: Иван            | Зачетка: 18503 | Балл: 31
Студент: Алексей         | Зачетка: 73218 | Балл: 90
Студент: Елена           | Зачетка: 74448 | Балл: 70
Студент: Мария           | Зачетка: 83107 | Балл: 53
Студент: Дмитрий         | Зачетка: 75688 | Балл: 45
Студент: Мария           | Зачетка: 50640 | Балл: 18
Студент: Мария           | Зачетка: 79328 | Балл: 65
Студент: Дмитрий         | Зачетка: 27474 | Балл: 84
Студент: Дмитрий         | Зачетка: 53640 | Балл: 10
Студент: Дмитрий         | Зачетка: 69445 | Балл: 14
Студент: Елена           | Зачетка: 14649 | Балл: 20
Студент: Мария           | Зачетка: 42549 | Балл: 97
Студент: Алексей         | Зачетка: 54697 | Балл: 78
Студент: Мария           | Зачетка: 63186 | Балл: 89
Студент: Елена           | Зачетка: 22706 | Балл: 15
Студент: Дмитрий         | Зачетка: 81808 | Балл: 92
Студент: Мария           | Зачетка: 32943 | Балл: 61
Студент: Мария           | Зачетка: 63996 | Балл: 3
Студент: Алексей         | Зачетка: 18037 | Балл: 50
Студент: Мария           | Зачетка: 97548 | Балл: 85
Студент: Иван            | Зачетка: 95324 | Балл: 85
Студент: Иван            | Зачетка: 30101 | Балл: 67
Студент: Мария           | Зачетка: 27073 | Балл: 54
Студент: Анна            | Зачетка: 42124 | Балл: 12
Студент: Дмитрий         | Зачетка: 74081 | Балл: 50
Студент: Иван            | Зачетка: 49665 | Балл: 41
Студент: Дмитрий         | Зачетка: 47523 | Балл: 26
Студент: Алексей         | Зачетка: 70855 | Балл: 65
Студент: Алексей         | Зачетка: 54936 | Балл: 72
Студент: Алексей         | Зачетка: 35435 | Балл: 73
Студент: Елена           | Зачетка: 63176 | Балл: 13
Студент: Елена           | Зачетка: 45784 | Балл: 25
Студент: Елена           | Зачетка: 83848 | Балл: 33
Студент: Дмитрий         | Зачетка: 57327 | Балл: 5
Студент: Дмитрий         | Зачетка: 35995 | Балл: 78
Студент: Иван            | Зачетка: 81689 | Балл: 7
Студент: Мария           | Зачетка: 18861 | Балл: 89
Студент: Дмитрий         | Зачетка: 10073 | Балл: 46
Студент: Алексей         | Зачетка: 91375 | Балл: 4
Студент: Иван            | Зачетка: 60582 | Балл: 67
Студент: Алексей         | Зачетка: 36363 | Балл: 86
Студент: Елена           | Зачетка: 52082 | Балл: 6
Студент: Алексей         | Зачетка: 28625 | Балл: 72
Студент: Иван            | Зачетка: 62693 | Балл: 23
Студент: Мария           | Зачетка: 60184 | Балл: 4
Студент: Иван            | Зачетка: 74099 | Балл: 80
Студент: Елена           | Зачетка: 32004 | Балл: 23
Студент: Иван            | Зачетка: 25690 | Балл: 77
Студент: Алексей         | Зачетка: 87947 | Балл: 60
Студент: Алексей         | Зачетка: 13211 | Балл: 46
Студент: Иван            | Зачетка: 37393 | Балл: 96
Студент: Елена           | Зачетка: 97984 | Балл: 42
Студент: Анна            | Зачетка: 75213 | Балл: 96
Студент: Алексей         | Зачетка: 81667 | Балл: 25
Студент: Иван            | Зачетка: 92930 | Балл: 92
Студент: Дмитрий         | Зачетка: 87644 | Балл: 60
Студент: Алексей         | Зачетка: 34915 | Балл: 11
Студент: Анна            | Зачетка: 16442 | Балл: 30
Студент: Мария           | Зачетка: 74834 | Балл: 33
Студент: Елена           | Зачетка: 12867 | Балл: 67
Студент: Иван            | Зачетка: 20365 | Балл: 83
Студент: Елена           | Зачетка: 30691 | Балл: 32
Студент: Дмитрий         | Зачетка: 90556 | Балл: 77
Студент: Елена           | Зачетка: 12180 | Балл: 54
Студент: Иван            | Зачетка: 52566 | Балл: 57
Студент: Дмитрий         | Зачетка: 62467 | Балл: 34
Студент: Дмитрий         | Зачетка: 60198 | Балл: 44
Студент: Дмитрий         | Зачетка: 66744 | Балл: 62
Студент: Анна            | Зачетка: 28928 | Балл: 20
Студент: Мария           | Зачетка: 66223 | Балл: 96
Студент: Алексей         | Зачетка: 96305 | Балл: 92
Студент: Иван            | Зачетка: 49005 | Балл: 9
Студент: Дмитрий         | Зачетка: 37635 | Балл: 65
Студент: Мария           | Зачетка: 75514 | Балл: 92
Студент: Дмитрий         | Зачетка: 95191 | Балл: 61
Студент: Алексей         | Зачетка: 11033 | Балл: 96
Студент: Дмитрий         | Зачетка: 22474 | Балл: 2
Студент: Дмитрий         | Зачетка: 96533 | Балл: 75
Студент: Елена           | Зачетка: 30937 | Балл: 80
Студент: Иван            | Зачетка: 18035 | Балл: 50
Студент: Анна            | Зачетка: 76067 | Балл: 97
Студент: Елена           | Зачетка: 85671 | Балл: 55
Студент: Дмитрий         | Зачетка: 61115 | Балл: 14
Студент: Анна            | Зачетка: 66981 | Балл: 70
Студент: Мария           | Зачетка: 81961 | Балл: 31
Студент: Мария           | Зачетка: 74885 | Балл: 66
Студент: Алексей         | Зачетка: 88405 | Балл: 73
Студент: Дмитрий         | Зачетка: 38485 | Балл: 85
Студент: Дмитрий         | Зачетка: 43415 | Балл: 53
Студент: Мария           | Зачетка: 34916 | Балл: 86
Студент: Мария           | Зачетка: 20479 | Балл: 73
Студент: Алексей         | Зачетка: 85898 | Балл: 90
Студент: Анна            | Зачетка: 78484 | Балл: 72
Студент: Алексей         | Зачетка: 60850 | Балл: 82
Студент: Алексей         | Зачетка: 44705 | Балл: 97
Студент: Елена           | Зачетка: 43444 | Балл: 93
Студент: Елена           | Зачетка: 57997 | Балл: 41
Студент: Дмитрий         | Зачетка: 41002 | Балл: 44
Студент: Алексей         | Зачетка: 66174 | Балл: 96
Студент: Мария           | Зачетка: 10332 | Балл: 19
Студент: Дмитрий         | Зачетка: 69036 | Балл: 70
Студент: Иван            | Зачетка: 63967 | Балл: 78
Студент: Елена           | Зачетка: 90852 | Балл: 78
Студент: Иван            | Зачетка: 54818 | Балл: 24
Студент: Мария           | Зачетка: 70027 | Балл: 39
Студент: Елена           | Зачетка: 20185 | Балл: 30
Студент: Елена           | Зачетка: 88777 | Балл: 46
Студент: Дмитрий         | Зачетка: 42158 | Балл: 38
Студент: Елена           | Зачетка: 22637 | Балл: 17
Студент: Иван            | Зачетка: 36419 | Балл: 77
Студент: Дмитрий         | Зачетка: 79293 | Балл: 52
Студент: Мария           | Зачетка: 11365 | Балл: 17
Студент: Елена           | Зачетка: 41554 | Балл: 14
Студент: Анна            | Зачетка: 58798 | Балл: 83
Студент: Мария           | Зачетка: 63983 | Балл: 47
Студент: Анна            | Зачетка: 35012 | Балл: 55
Студент: Алексей         | Зачетка: 51372 | Балл: 76
Студент: Анна            | Зачетка: 27366 | Балл: 5
Студент: Анна            | Зачетка: 47334 | Балл: 37
Студент: Анна            | Зачетка: 26707 | Балл: 58
Студент: Анна            | Зачетка: 55243 | Балл: 56
Студент: Иван            | Зачетка: 53562 | Балл: 39
Студент: Иван            | Зачетка: 23462 | Балл: 83
Студент: Иван            | Зачетка: 75256 | Балл: 61
Студент: Мария           | Зачетка: 29769 | Балл: 25
Студент: Елена           | Зачетка: 42210 | Балл: 100
Студент: Елена           | Зачетка: 52835 | Балл: 8
Студент: Иван            | Зачетка: 80276 | Балл: 34
Студент: Алексей         | Зачетка: 72539 | Балл: 30
Студент: Дмитрий         | Зачетка: 84914 | Балл: 0
Студент: Анна            | Зачетка: 99038 | Балл: 96
Студент: Мария           | Зачетка: 30370 | Балл: 19
Студент: Елена           | Зачетка: 40909 | Балл: 28
Студент: Елена           | Зачетка: 96340 | Балл: 99
Студент: Анна            | Зачетка: 85666 | Балл: 0
Студент: Анна            | Зачетка: 79603 | Балл: 83
Студент: Алексей         | Зачетка: 33328 | Балл: 43
Студент: Анна            | Зачетка: 74122 | Балл: 29
Студент: Елена           | Зачетка: 17395 | Балл: 79
Студент: Елена           | Зачетка: 96383 | Балл: 59
Студент: Иван            | Зачетка: 37195 | Балл: 47
Студент: Дмитрий         | Зачетка: 83369 | Балл: 5
Студент: Алексей         | Зачетка: 15019 | Балл: 67
Студент: Анна            | Зачетка: 48334 | Балл: 59
Студент: Дмитрий         | Зачетка: 25748 | Балл: 59
Студент: Елена           | Зачетка: 86058 | Балл: 32
Студент: Елена           | Зачетка: 83034 | Балл: 69
Студент: Алексей         | Зачетка: 99084 | Балл: 57
Студент: Иван            | Зачетка: 34338 | Балл: 64
Студент: Иван            | Зачетка: 44338 | Балл: 35
Студент: Алексей         | Зачетка: 45120 | Балл: 88
Студент: Анна            | Зачетка: 96402 | Балл: 21
Студент: Иван            | Зачетка: 37145 | Балл: 7
Студент: Елена           | Зачетка: 64842 | Балл: 93
Студент: Мария           | Зачетка: 34065 | Балл: 18
Студент: Елена           | Зачетка: 15576 | Балл: 66
Студент: Анна            | Зачетка: 30792 | Балл: 39
Студент: Алексей         | Зачетка: 18049 | Балл: 68
Студент: Анна            | Зачетка: 51773 | Балл: 100
Студент: Елена           | Зачетка: 38768 | Балл: 18
Студент: Мария           | Зачетка: 14650 | Балл: 31
Студент: Мария           | Зачетка: 94629 | Балл: 14
Студент: Алексей         | Зачетка: 30962 | Балл: 50
Студент: Алексей         | Зачетка: 87494 | Балл: 73
Студент: Дмитрий         | Зачетка: 97119 | Балл: 73
Студент: Дмитрий         | Зачетка: 22666 | Балл: 71
Студент: Дмитрий         | Зачетка: 39272 | Балл: 91
Студент: Анна            | Зачетка: 27435 | Балл: 50
Студент: Дмитрий         | Зачетка: 52510 | Балл: 17
Студент: Алексей         | Зачетка: 53706 | Балл: 69
Студент: Елена           | Зачетка: 35008 | Балл: 100
Студент: Елена           | Зачетка: 69977 | Балл: 8
Студент: Елена           | Зачетка: 73410 | Балл: 58
Студент: Алексей         | Зачетка: 50435 | Балл: 11
Студент: Иван            | Зачетка: 79697 | Балл: 64
Студент: Анна            | Зачетка: 65048 | Балл: 56
Студент: Мария           | Зачетка: 52775 | Балл: 47
Студент: Алексей         | Зачетка: 29975 | Балл: 96
Студент: Иван            | Зачетка: 94327 | Балл: 15
Студент: Мария           | Зачетка: 39287 | Балл: 33
Студент: Иван            | Зачетка: 17111 | Балл: 47
Студент: Анна            | Зачетка: 61093 | Балл: 64
Студент: Дмитрий         | Зачетка: 10513 | Балл: 65
Студент: Алексей         | Зачетка: 18381 | Балл: 84
Студент: Анна            | Зачетка: 63245 | Балл: 32
Студент: Елена           | Зачетка: 54270 | Балл: 93
Студент: Елена           | Зачетка: 32446 | Балл: 31
Студент: Елена           | Зачетка: 20343 | Балл: 71
Студент: Дмитрий         | Зачетка: 52541 | Балл: 51
Студент: Елена           | Зачетка: 25066 | Балл: 15
Студент: Елена           | Зачетка: 96237 | Балл: 32
Студент: Иван            | Зачетка: 92324 | Балл: 71
Студент: Елена           | Зачетка: 59670 | Балл: 1
Студент: Елена           | Зачетка: 22577 | Балл: 1
Студент: Иван            | Зачетка: 91847 | Балл: 53
Студент: Иван            | Зачетка: 41331 | Балл: 91
Студент: Елена           | Зачетка: 43086 | Балл: 70
Студент: Елена           | Зачетка: 90877 | Балл: 42
Студент: Мария           | Зачетка: 76674 | Балл: 7
Студент: Иван            | Зачетка: 33174 | Балл: 54
Студент: Иван            | Зачетка: 91601 | Балл: 16
Студент: Дмитрий         | Зачетка: 44709 | Балл: 11
Студент: Дмитрий         | Зачетка: 78188 | Балл: 35
Студент: Анна            | Зачетка: 81287 | Балл: 27
Студент: Мария           | Зачетка: 91661 | Балл: 98
Студент: Елена           | Зачетка: 61726 | Балл: 52
Студент: Анна            | Зачетка: 56857 | Балл: 14
Студент: Дмитрий         | Зачетка: 58769 | Балл: 19
Студент: Анна            | Зачетка: 41909 | Балл: 16
Студент: Анна            | Зачетка: 30835 | Балл: 5
Студент: Мария           | Зачетка: 68419 | Балл: 51
Студент: Дмитрий         | Зачетка: 33041 | Балл: 13
Студент: Алексей         | Зачетка: 20648 | Балл: 1
Студент: Елена           | Зачетка: 98028 | Балл: 17
Студент: Елена           | Зачетка: 38292 | Балл: 50
Студент: Дмитрий         | Зачетка: 23154 | Балл: 17
Студент: Мария           | Зачетка: 13620 | Балл: 8
Студент: Дмитрий         | Зачетка: 14259 | Балл: 39
Студент: Мария           | Зачетка: 49657 | Балл: 33
Студент: Елена           | Зачетка: 96400 | Балл: 65
Студент: Дмитрий         | Зачетка: 37765 | Балл: 10
Студент: Елена           | Зачетка: 91369 | Балл: 56
Студент: Дмитрий         | Зачетка: 84445 | Балл: 32
Студент: Елена           | Зачетка: 57164 | Балл: 68
Студент: Иван            | Зачетка: 14637 | Балл: 96
Студент: Елена           | Зачетка: 71520 | Балл: 51
Студент: Дмитрий         | Зачетка: 21432 | Балл: 57
Студент: Анна            | Зачетка: 70966 | Балл: 65
Студент: Иван            | Зачетка: 58183 | Балл: 30
Студент: Анна            | Зачетка: 58810 | Балл: 84
